Stkcd	Accper	Typrep	Fn02301	Fn02302	Fn02303	Fn02304	Fn02305	Fn02308	Fn02309	Fn02306	Fn02307	Fnother
000008	2016-12-31	1	1	公铁两用牵引车		1044594.1300	1044594.1300		1044594.1300		CNY	本期增加包括：其他878,070.44。  
000008	2016-12-31	1	1	全断面焊缝卧式加工中心		3222982.2800	3222982.2800		3222982.2800		CNY	本期增加包括：其他2,541,149.68。  
000008	2016-12-31	1	1	高铁无砟轨道换轨装置		2105495.0900	2105495.0900		2105495.0900		CNY	本期增加包括：其他1,727,095.97。  
000008	2016-12-31	1	1	双频正火装置		2035544.6300	2035544.6300		2035544.6300		CNY	本期增加包括：其他1,490,427.94。  
000008	2016-12-31	1	1	高铁声屏障自动跨障紧固装置		1616422.4400	1616422.4400		1616422.4400		CNY	本期增加包括：其他1,393,531.66。  
000008	2016-12-31	1	1	钢轨全断面除浮锈机		1878490.1200	1878490.1200		1878490.1200		CNY	本期增加包括：其他1,376,842.01。  
000008	2016-12-31	1	1	无缝线路施工轨道拉伸位移监测系统		1739040.0000	1739040.0000		1739040.0000		CNY	
000008	2016-12-31	1	1	4头钢轨打磨装置		2346023.1900	2346023.1900		2346023.1900		CNY	
000008	2016-12-31	1	1	线路障碍（崩塌落石）自动监测报警系统		1392249.6600	1392249.6600		1392249.6600		CNY	
000008	2016-12-31	1	1	三层作业平台防护网挂钩		327408.3500	327408.3500		327408.3500		CNY	
000008	2016-12-31	1	1	充电机		714509.7700	714509.7700		714509.7700		CNY	
000008	2016-12-31	1	1	基于时钟同步的JD-II型计算机联锁系统		5720937.7600				5720937.7600	CNY	
000008	2016-12-31	1	1	EI32-JD型计算机联锁系统城轨互联互通		743702.3300				743702.3300	CNY	
000008	2016-12-31	1	1	LEU1-JDV1.0产品		902787.8900				902787.8900	CNY	
000008	2016-12-31	1	1	合计		25790187.6400	18422759.6600		18422759.6600	7367427.9800	CNY	本年内部研发支出资本化金额16,383,069.94元，占全年总研发支出的11.98%。其他增加系合并范围增加所致。
000009	2016-12-31	1	1	二代马痔膏项目	4318370.3200	431642.9700				4750013.2900	CNY	二代马痔膏项目系公司子公司马应龙药业集团股份有限公司自主开发研究项目，已获得国家食品药品监督管理总局药物临床试验批件，目前处于临床试验阶段，项目进入临床试验阶段后开始资本化。
000009	2016-12-31	1	1	巴柳氮钠胶囊项目	4459080.3100	330099.6900				4789180.0000	CNY	巴柳氮钠胶囊、硫酸普拉睾酮钠、洛芬待因缓释胶囊等项目系公司子公司马应龙药业集团股份有限公司外部购入时相关技术已研发完成，目前项目处于临床研究阶段，自购入时开始资本化。
000009	2016-12-31	1	1	阿维莫泮项目	936304.5000		936304.5000	16304.5000			CNY	其中本期减少包括：其他920,000.00。阿维莫泮项目，系公司子公司马应龙药业集团股份有限公司外部购入，本期已终止研发，支付的外购款项已收回。
000009	2016-12-31	1	1	硫酸普拉睾酮钠	928510.7600	3815138.1600				4743648.9200	CNY	
000009	2016-12-31	1	1	洛芬待因缓释胶囊		970759.3700				970759.3700	CNY	
000009	2016-12-31	1	1	合计	10642265.8900	5547640.1900	936304.5000	16304.5000		15253601.5800	CNY	
000009	2015-12-31	1	1	二代马痔膏项目	3771487.9700	546882.3500				4318370.3200	CNY	
000009	2015-12-31	1	1	巴柳氮钠胶囊项目	2030188.6200	2428891.6900				4459080.3100	CNY	
000009	2015-12-31	1	1	阿维莫泮项目		936304.5000				936304.5000	CNY	
000009	2015-12-31	1	1	硫酸普拉睾酮钠		928510.7600				928510.7600	CNY	
000009	2015-12-31	1	1	新型负极材料的研究与开发		3006727.6900	3006727.6900		3006727.6900		CNY	
000009	2015-12-31	1	1	合计	5801676.5900	7847316.9900	3006727.6900		3006727.6900	10642265.8900	CNY	二代马痔膏项目系公司子公司马应龙药业集团股份有限公司自主开发研究项目，已获得国家食品药品监督管理总局药物临床试验批件，目前处于临床试验阶段，项目进入临床试验阶段后开始资本化.巴柳氮钠胶囊、阿维莫泮项目、硫酸普拉睾酮钠等项目系公司子公司马应龙药业集团股份有限公司外部购入时相关技术已研发完成，目前项目处于临床研究阶段，公司自购入时开始资本化。新型负极材料的研究与开发项目，系公司子公司深圳市贝特瑞新能源材料股份有限公司自主开发研究项目，相关资本化开始时点为完成小试实验研究且送样检验通过。至相关产品正常批量生产时
000009	2014-12-31	1	1	二代马痔膏项目	3423081.8900	348406.0800				3771487.9700	CNY	
000009	2014-12-31	1	1	巴柳氮钠胶囊项目		2030188.6200				2030188.6200	CNY	本期新增巴柳氮钠胶囊项目系公司子公司马应龙药业集团股份有限公司自外部购入时相关技术已研发完成，目前项目处于申报新药证书阶段，自购入时开始资本化。
000009	2014-12-31	1	1	基础电源模块研究	205737.0500		205737.0500	205737.0500			CNY	
000009	2014-12-31	1	1	合计	3628818.9400	2378594.7000	205737.0500	205737.0500		5801676.5900	CNY	
000009	2013-12-31	1	1	二代马应龙痔疮膏	2995872.9600	427208.9300				3423081.8900	CNY	
000009	2013-12-31	1	1	其他治痔类肛肠系列药品研发		10485380.3300	10485380.3300	10485380.3300			CNY	
000009	2013-12-31	1	1	混合动力汽车用的电机	1970091.1300	6739694.7200	8709785.8500	8709785.8500			CNY	
000009	2013-12-31	1	1	基础通用电源模块研究		4053795.9200	3848058.8700	3848058.8700		205737.0500	CNY	
000009	2013-12-31	1	1	某电源控制系统	121239.8500	1457902.9200	1579142.7700	1579142.7700			CNY	
000009	2013-12-31	1	1	信号系统配套电源	102941.1800	2185055.9100	2287997.0900	2287997.0900			CNY	
000009	2013-12-31	1	1	电池测试相关技术研发		2903363.1900	2903363.1900	2903363.1900			CNY	
000009	2013-12-31	1	1	新能源材料相关技术研发		36147542.7900	36147542.7900	36147542.7900			CNY	
000009	2013-12-31	1	1	高强韧细晶贝氏体材料研究		363143.5800	363143.5800	363143.5800			CNY	
000009	2013-12-31	1	1	碳纤维材料技术研究		3549220.2600	3549220.2600	3549220.2600			CNY	
000009	2013-12-31	1	1	汽车尾气滤净材料技术研究		285797.0600	285797.0600	285797.0600			CNY	
000009	2013-12-31	1	1	生物农药制备技术研究		808171.6300	808171.6300	808171.6300			CNY	
000009	2013-12-31	1	1	合计	5190145.1200	69406277.2400	70967603.4200	70967603.4200		3628818.9400	CNY	本期开发支出占本期研究开发项目支出总额的比例0.91%。
000012	2016-12-31	1	1	开发支出	26280426.0000	65619027.0000	24971739.0000	1757954.0000	23213785.0000	66927714.0000	CNY	
000012	2016-12-31	1	1	合计	26280426.0000	65619027.0000	24971739.0000	1757954.0000	23213785.0000	66927714.0000	CNY	2016年度，本集团研究开发支出共计341，553，966元（2015年度：239，933，028元）：其中285，129，442元（2015年度：231，328，258元）于当期计入损益，当期开发支出确认为无形资产的金额为23，213，785元（2015年度：无）。于2016年12月31日，通过本集团内部研发形成的无形资产占无形资产账面价值的比例为9.51%（2015年12月31日：9.44%）。
000012	2015-12-31	1	1	开发支出	17675656.0000	10581812.0000	1977042.0000	1977042.0000		26280426.0000	CNY	
000012	2015-12-31	1	1	合计	17675656.0000	10581812.0000	1977042.0000	1977042.0000		26280426.0000	CNY	2015年度，本集团研究开发支出共计239，933，028元（2014年度：208，137，482元）：其中231，328，258元（2014年度：182，975，076元）于当期计入损益，当期无开发支出确认为无形资产（2014年度：17，368，060元）。于2015年12月31日，通过本集团内部研发形成的无形资产占无形资产账面价值的比例为9.44%（2014年12月31日：8.44%）。
000012	2014-12-31	1	1	开发支出	9881310.0000	37710233.0000	29915887.0000	12547827.0000	17368060.0000	17675656.0000	CNY	
000012	2014-12-31	1	1	合计	9881310.0000	37710233.0000	29915887.0000	12547827.0000	17368060.0000	17675656.0000	CNY	2014年度，本集团研究开发支出共计208，137，482元（2013年度：190，986，572元）：其中182，975，076元（2013年度：179，879，478元）于当期计入损益，17，368，060元（2013年度：4，836，076元）于当期确认为无形资产。2014年度开发支出占2014年度研究开发支出总额的比例为18%（2013年度：12%）。于2014年12月31日，通过本集团内部研发形成的无形资产占无形资产账面价值的比例为8.44%（2013年12月31日：6.61%）。
000012	2013-12-31	1	1	开发支出	3610292.0000	22841613.0000	16570595.0000	11734519.0000	4836076.0000	9881310.0000	CNY	
000012	2013-12-31	1	1	合计	3610292.0000	22841613.0000	16570595.0000	11734519.0000	4836076.0000	9881310.0000	CNY	本期开发支出占本期研究开发项目支出总额的比例12%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例6.61%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法2013年度，本集团研究开发支出共计190，986，572元（2012年度：162，827，747元）；其中179，879，478元（2012年度：148，329，637元）计入当期损益，4，836，076元（2012年度：41，576，152元）确认为无形资产。2013年度开
000019	2015-12-31	1	1	项目一		548937.3000	548937.3000				CNY	
000019	2015-12-31	1	1	项目二		301652.8200	301652.8200				CNY	
000019	2015-12-31	1	1	项目三		378866.9600	378866.9600				CNY	
000019	2015-12-31	1	1	项目四		151429.0100	151429.0100				CNY	
000019	2015-12-31	1	1	项目五		697761.0000	697761.0000				CNY	
000019	2015-12-31	1	1	项目六		274847.4200	274847.4200				CNY	
000019	2015-12-31	1	1	项目七		459526.7900	459526.7900				CNY	
000019	2015-12-31	1	1	项目八		287116.2300	287116.2300				CNY	
000019	2015-12-31	1	1	项目九		350097.5200	350097.5200				CNY	
000019	2015-12-31	1	1	合计		3450235.0500	3450235.0500				CNY	
000027	2016-12-31	1	1	600吨级炉排放项目	10063760.1800	601641.7200				10665401.9000	CNY	
000027	2016-12-31	1	1	生产监控中心研发项目	1083658.4700	1562020.1800				2645678.6500	CNY	
000027	2016-12-31	1	1	厂级实时监控信息系统（SIS系统）研发项目	2318479.6100	5851342.7500				8169822.3600	CNY	
000027	2016-12-31	1	1	预算管理子系统研发项目	1933862.9000	2064092.7700				3997955.6700	CNY	
000027	2016-12-31	1	1	垃圾焚烧厂运行安全与环境保障技术研究	51094.2000	3881933.0000				3933027.2000	CNY	垃圾焚烧厂运行安全与环境保障技术研究、内蒙中试项目、400吨级炉排研发项目归集于上年末“其他”中。
000027	2016-12-31	1	1	内蒙中试项目	609397.3400	12931985.7000				13541383.0400	CNY	垃圾焚烧厂运行安全与环境保障技术研究、内蒙中试项目、400吨级炉排研发项目归集于上年末“其他”中。
000027	2016-12-31	1	1	400吨级炉排研发项目	553540.1200	4420292.7400				4973832.8600	CNY	垃圾焚烧厂运行安全与环境保障技术研究、内蒙中试项目、400吨级炉排研发项目归集于上年末“其他”中。
000027	2016-12-31	1	1	其他		210145.9900				210145.9900	CNY	
000027	2016-12-31	1	1	合计	16613792.8200	31523454.8500				48137247.6700	CNY	
000027	2015-12-31	1	1	600吨级炉排放项目	7664639.5900	2399120.5900				10063760.1800	CNY	
000027	2015-12-31	1	1	生产监控中心研发项目		1083658.4700				1083658.4700	CNY	
000027	2015-12-31	1	1	厂级实时监控信息系统（SIS系统）研发项		2318479.6100				2318479.6100	CNY	
000027	2015-12-31	1	1	预算管理子系统研发项目		1933862.9000				1933862.9000	CNY	
000027	2015-12-31	1	1	其他	2029233.3400	3245749.9400	4060951.6200	3383119.0000	677832.6200	1214031.6600	CNY	
000027	2015-12-31	1	1	合计	9693872.9300	10980871.5100	4060951.6200	3383119.0000	677832.6200	16613792.8200	CNY	
000027	2014-12-31	1	1	600吨级炉排放项目	3834467.3700	3830172.2200				7664639.5900	CNY	
000027	2014-12-31	1	1	其他		2029233.3400				2029233.3400	CNY	
000027	2014-12-31	1	1	合计	3834467.3700	5859405.5600				9693872.9300	CNY	
000028	2016-12-31	1	1	抗生素制剂及粉针剂相关产品研发项目		12698143.6800	12698143.6800	12698143.6800			CNY	本年增加包括：内部开发12698143.68元。
000028	2016-12-31	1	1	心脑血管疾病治疗药物		487956.6100	487956.6100	487956.6100			CNY	本年增加包括：内部开发487956.61元。
000028	2016-12-31	1	1	大健康相关产品研发支出		4547253.8600	4547253.8600	4547253.8600			CNY	本年增加包括：内部开发4547253.86元。
000028	2016-12-31	1	1	呼吸系统疾病治疗药物项目	18117.2900		18117.2900				CNY	本年减少包括：处置子公司减少18117.29元。
000028	2016-12-31	1	1	抗生素原料药等项目	5357691.1700		5357691.1700				CNY	本年减少包括：处置子公司减少5357691.17元。
000028	2016-12-31	1	1	其他项目	243507.0100	25998356.0100	26241863.0200	25998356.0100			CNY	本年增加包括：内部开发12698143.68元；本年较少包括：计入当期损益25998356.01元，处置子公司减少243507.01。
000028	2016-12-31	1	1	合计	5619315.4700	43731710.1600	49351025.6300	43731710.1600			CNY	2016年度，本集团研究开发支出共计人民币43,731,710.16元(2015年度：人民币73,150,395.26元)，全部于当期计入损益，无研究开发支出确认为无形资产。
000028	2015-12-31	1	1	抗生素制剂及粉针剂相关产品研发项目		19254969.7100	19254969.7100	19254969.7100			CNY	
000028	2015-12-31	1	1	心脑血管疾病治疗药物		17994927.5800	17994927.5800	17994927.5800			CNY	
000028	2015-12-31	1	1	大健康相关产品研发支出		6767534.3100	6767534.3100	6767534.3100			CNY	
000028	2015-12-31	1	1	消化系统疾病治疗药物		3496648.9200	3496648.9200	3496648.9200			CNY	
000028	2015-12-31	1	1	呼吸系统疾病治疗药物项目小计	18117.2900	3413291.6700	3413291.6700	3413291.6700		18117.2900	CNY	
000028	2015-12-31	1	1	中成药品相关研发项目		3182594.3100	3182594.3100	3182594.3100			CNY	
000028	2015-12-31	1	1	抗生素原料药等项目	5357691.1700	1859965.1400	1859965.1400	1859965.1400		5357691.1700	CNY	
000028	2015-12-31	1	1	其他项目	243507.0100	17180463.6200	17180463.6200	17180463.6200		243507.0100	CNY	
000028	2015-12-31	1	1	合计	5619315.4700	73150395.2600	73150395.2600	73150395.2600		5619315.4700	CNY	2015年度，本集团研究开发支出共计73，150，395.26元（2014年度：81，216，093.52元），全部于当期计入损益（2014年度：81，216，093.52元全部于当期计入损益），无研究开发支出确认为无形资产。
000028	2014-12-31	1	1	消化系统疾病治疗药物等项目		5248937.3200	5248937.3200	5248937.3200			CNY	
000028	2014-12-31	1	1	抗生素原料药等项目	5357691.1700	3863758.2900	3863758.2900	3863758.2900		5357691.1700	CNY	
000028	2014-12-31	1	1	中成药品等项目		2593729.7200	2593729.7200	2593729.7200			CNY	
000028	2014-12-31	1	1	其他项目	243507.0100	20354289.0400	20354289.0400	20354289.0400		243507.0100	CNY	
000028	2014-12-31	1	1	合计	5619315.4700	81216093.5200	81216093.5200	81216093.5200		5619315.4700	CNY	2014年度，本集团研究开发支出共计81，216，093.52元（2013年度：80，047，194.42元），全部于当期计入损益（2013年度：79，430，320.22元及616，874.20元分别计入当期损益及确认为开发支出），无研究开发支出确认为无形资产。
000028	2014-12-31	1	1	心脑血管疾病治疗药物项目		19316385.6700	19316385.6700	19316385.6700			CNY	
000028	2014-12-31	1	1	呼吸系统疾病治疗药物项目	18117.2900	16114618.6600	16114618.6600	16114618.6600		18117.2900	CNY	
000028	2014-12-31	1	1	抗生素制剂及粉针剂相关项目		13724374.8200	13724374.8200	13724374.8200			CNY	
000028	2013-12-31	1	1	开发阶段支出	5002441.2700	616874.2000				5619315.4700	CNY	
000028	2013-12-31	1	1	合计	5002441.2700	616874.2000				5619315.4700	CNY	
000030	2016-12-31	1	1	CDC减振器工艺开发		6432785.9900	6432785.9900	6432785.9900			CNY	
000030	2016-12-31	1	1	客车铝散热器模块研发		4374523.2000	4374523.2000	4374523.2000			CNY	
000030	2016-12-31	1	1	底盘产品CAE分析能力提升		4039569.1200	4039569.1200	4039569.1200			CNY	
000030	2016-12-31	1	1	A级车		2902892.7400	2902892.7400	2902892.7400			CNY	
000030	2016-12-31	1	1	电机驱动器与电机联接结构设计验证		2679300.3700	2679300.3700	2679300.3700			CNY	
000030	2016-12-31	1	1	SUV机械转向器		2235378.4900	2235378.4900	2235378.4900			CNY	
000030	2016-12-31	1	1	SDN机械转向器		2235378.4800	2235378.4800	2235378.4800			CNY	
000030	2016-12-31	1	1	青岛前期研发投入		2088247.9900	2088247.9900	2088247.9900			CNY	
000030	2016-12-31	1	1	机械转向器		2049096.9500	2049096.9500	2049096.9500			CNY	
000030	2016-12-31	1	1	R020转向器带拉杆总成		2049096.9500	2049096.9500	2049096.9500			CNY	
000030	2016-12-31	1	1	其他		94124640.0400	94124640.0400	94124640.0400			CNY	
000030	2016-12-31	1	1	合计		125210910.3200	125210910.3200	125210910.3200			CNY	
000030	2015-12-31	1	1	减振器空心活塞杆的设计与开发		5399375.6400	5399375.6400				CNY	
000030	2015-12-31	1	1	一汽新能源电动车动力电池总成		4363220.4500	4363220.4500				CNY	
000030	2015-12-31	1	1	A级车项目		4073452.4000	4073452.4000				CNY	
000030	2015-12-31	1	1	捷达项目		3445494.5200	3445494.5200				CNY	
000030	2015-12-31	1	1	一汽大众MQB减振器开发项目		2602128.4500	2602128.4500				CNY	
000030	2015-12-31	1	1	SA01电动转向柱		2048132.0400	2048132.0400				CNY	
000030	2015-12-31	1	1	AB03电动转向柱		2048132.0400	2048132.0400				CNY	
000030	2015-12-31	1	1	B11电动转向柱		2048132.0400	2048132.0400				CNY	
000030	2015-12-31	1	1	底盘件结构工艺分析		2039657.4100	2039657.4100				CNY	
000030	2015-12-31	1	1	天津丰田618W皇冠涡轮车减振器开发		1984281.1100	1984281.1100				CNY	
000030	2015-12-31	1	1	其他项目		86163799.7300	86163799.7300				CNY	
000030	2015-12-31	1	1	合计		116215805.8300	116215805.8300				CNY	
000030	2014-12-31	1	1	一汽大众奥迪Q3空调器项目		7366797.8100	7366797.8100	7366797.8100			CNY	
000030	2014-12-31	1	1	一汽大众捷达空调器项目		6908638.1700	6908638.1700	6908638.1700			CNY	
000030	2014-12-31	1	1	一汽新能源电动车动力电池总成项目		6356491.2000	6356491.2000	6356491.2000			CNY	
000030	2014-12-31	1	1	一汽大众EA211（TSI）发动机机油泵项目		4307262.4100	4307262.4100	4307262.4100			CNY	
000030	2014-12-31	1	1	一汽轿车A级车机器转向器项目		1943696.8700	1943696.8700	1943696.8700			CNY	
000030	2014-12-31	1	1	电机控制器瑞萨平台优化及新平台（飞思卡尔）研发项目		1786666.0100	1786666.0100	1786666.0100			CNY	
000030	2014-12-31	1	1	一汽轿车马自达CX-7液压动力转向器项目		1727730.5400	1727730.5400	1727730.5400			CNY	
000030	2014-12-31	1	1	解放/青汽铝散热器、中冷器（J7/J6H/J6L等）系列产品项目		1660552.7100	1660552.7100	1660552.7100			CNY	
000030	2014-12-31	1	1	一汽大众MQB减振器开发项目		1534621.2700	1534621.2700	1534621.2700			CNY	
000030	2014-12-31	1	1	神龙汽车标志307/雪铁龙世嘉阀国产化项目		1511764.2300	1511764.2300	1511764.2300			CNY	
000030	2014-12-31	1	1	一汽轿车红旗H7四驱车电液转向器系统项目		1511764.2300	1511764.2300	1511764.2300			CNY	
000030	2014-12-31	1	1	北京汽车C51E齿轮齿条动力转向器项目		1511764.2300	1511764.2300	1511764.2300			CNY	
000030	2014-12-31	1	1	电动水泵开发项目		1449343.4200	1449343.4200	1449343.4200			CNY	
000030	2014-12-31	1	1	一汽天津丰田Corolla新花冠机械转向器项目		1295797.9100	1295797.9100	1295797.9100			CNY	
000030	2014-12-31	1	1	其他		83810194.0100	83810194.0100	83810194.0100			CNY	
000030	2014-12-31	1	1	合计		124683085.0200	124683085.0200	124683085.0200			CNY	
000030	2013-12-31	1	1	宝来机械转向器项目		9254810.6600	9254810.6600	9254810.6600			CNY	
000030	2013-12-31	1	1	捷达空调项目		5976720.3200	5976720.3200	5976720.3200			CNY	
000030	2013-12-31	1	1	电器项目		3471958.8800	3471958.8800	3471958.8800			CNY	
000030	2013-12-31	1	1	朗逸空调项目		3417171.6000	3417171.6000	3417171.6000			CNY	
000030	2013-12-31	1	1	一汽大众MQB减振器开发项目		2196153.0200	2196153.0200	2196153.0200			CNY	
000030	2013-12-31	1	1	通用SGE水泵项目		2082898.9300	2082898.9300	2082898.9300			CNY	
000030	2013-12-31	1	1	汽车动力电池模块开发项目		1936597.3800	1936597.3800	1936597.3800			CNY	
000030	2013-12-31	1	1	机械转向器		1894148.7200	1894148.7200	1894148.7200			CNY	
000030	2013-12-31	1	1	B50转向器项目		1894148.7200	1894148.7200	1894148.7200			CNY	
000030	2013-12-31	1	1	B70转向器项目		1894148.7200	1894148.7200	1894148.7200			CNY	
000030	2013-12-31	1	1	奥迪空调项目		1860764.8300	1860764.8300	1860764.8300			CNY	
000030	2013-12-31	1	1	汽车前舱布置及零部件开发项目		1795428.4500	1795428.4500	1795428.4500			CNY	
000030	2013-12-31	1	1	其他		75831031.8300	75831031.8300	75831031.8300			CNY	
000030	2013-12-31	1	1	合计		113505982.0600	113505982.0600	113505982.0600			CNY	本期开发支出占本期研究开发项目支出总额的比例0%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例0%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法：无。
000035	2016-12-31	1	1	Energize垃圾转化能源技术	22275360.0000	9696298.2200				31971658.2200	CNY	
000035	2016-12-31	1	1	合计	22275360.0000	9696298.2200				31971658.2200	CNY	
000035	2015-12-31	1	1	Energize垃圾转化能源技术		22275360.0000				22275360.0000	CNY	
000035	2015-12-31	1	1	合计		22275360.0000				22275360.0000	CNY	
000039	2016-12-31	1	1	车辆技术开发项目	20880000.0000	38955000.0000	16746000.0000		16746000.0000	43089000.0000	CNY	
000039	2016-12-31	1	1	其他	2086000.0000	5397000.0000	582000.0000		582000.0000	6901000.0000	CNY	
000039	2016-12-31	1	1	合计	22966000.0000	44352000.0000	17328000.0000		17328000.0000	49990000.0000	CNY	2016 年度，本集团研究开发支出共计563,792,000 元(2015 年度：614,462,000 元)：其中519,440,000元(2015 年度：人民币542,312,000 元)于当期计入损益，44,352,000 元于当期资本化(2015 年度：72,150,000 元)。于2016 年12 月31 日，通过本集团内部研发形成的无形资产占无形资产账面价值的比例为3.18%(2015 年度：6.57%)。
000039	2015-12-31	1	1	车辆技术开发项目	41450000.0000	69985000.0000	90555000.0000		90555000.0000	20880000.0000	CNY	
000039	2015-12-31	1	1	其他	255000.0000	2165000.0000	334000.0000		334000.0000	2086000.0000	CNY	
000039	2015-12-31	1	1	合计	41705000.0000	72150000.0000	90889000.0000		90889000.0000	22966000.0000	CNY	2015年度，本集团研究开发支出共计人民币614,462,000元(2014年度：人民币742,895,000元)：其中人民币542,312,000元(2014年度：人民币591,756,000元)于当期计入损益，人民币72,150,000元于当期资本化(2014年度：151,139,000元)。于2015年12月31日，通过本集团内部研发形成的无形资产占无形资产账面价值的比例为6.57%(2014年度：5.42%)。
000039	2014-12-31	1	1	车辆技术开发项目		150884000.0000	109434000.0000		109434000.0000	41450000.0000	CNY	
000039	2014-12-31	1	1	其他		255000.0000				255000.0000	CNY	
000039	2014-12-31	1	1	合计		151139000.0000	109434000.0000		109434000.0000	41705000.0000	CNY	2014年度，本集团研究开发支出共计人民币742，895，000元（2013年度：人民币501，949，000元）：其中人民币591，756，000元（2013年度：人民币501，949，000元）于当期计入损益，人民币109，434，000元于当期确认为无形资产（2013年度：无），人民币41，705，000元包含在开发成本的年末余额中（2013年度：无）。2014年度开发支出占2014年度研究开发支出总额的比例为20.34%（2013年度：0%）。于2014年12月31日，通过本集团内部研发形成的无形
000040	2016-12-31	1	1	东旭智能营维权限管理系统软件		346223.8300	346223.8300		346223.8300		CNY	
000040	2016-12-31	1	1	东旭电力营维指标统计分析软件		375360.8600	375360.8600		375360.8600		CNY	
000040	2016-12-31	1	1	东旭电站运维设备监管软件		429837.4400	429837.4400		429837.4400		CNY	
000040	2016-12-31	1	1	东旭电站运维数据监管软件		389917.4400	389917.4400		389917.4400		CNY	
000040	2016-12-31	1	1	东旭电站运维流程分析监管软件		502383.1500	502383.1500		502383.1500		CNY	
000040	2016-12-31	1	1	东旭远程专家协同诊断系统软件		385739.7500	385739.7500		385739.7500		CNY	
000040	2016-12-31	1	1	东旭智能发电KPI查询系统软件		483249.3600	483249.3600		483249.3600		CNY	
000040	2016-12-31	1	1	东旭裂变器智能控制软件		552586.3200	552586.3200		552586.3200		CNY	
000040	2016-12-31	1	1	东旭智能营维权限管理系统软件1.1		1158201.3600	1158201.3600	1158201.3600			CNY	
000040	2016-12-31	1	1	东旭电力营维指标统计分析软件1.1		1138934.8900	1138934.8900	1138934.8900			CNY	
000040	2016-12-31	1	1	东旭电站运维设备监管软件1.1		1259934.8800	1259934.8800	1259934.8800			CNY	
000040	2016-12-31	1	1	东旭电站运维数据监管软件1.1		1159387.9800	1159387.9800	1159387.9800			CNY	
000040	2016-12-31	1	1	合计		8181757.2600	8181757.2600	4716459.1100	3465298.1500		CNY	公司在经过前期市场调研和项目可行性论证，报经公司批准立项后进入开发阶段。
000049	2013-12-31	1	1	锂锰电池项目		1802899.9900	1802899.9900	1802899.9900			CNY	本公司锂锰电池项目因市场及技术发生变化，估计未来可回收金额为零，故全额计提减值准备。
000049	2013-12-31	1	1	合计		1802899.9900	1802899.9900	1802899.9900			CNY	项目                        期末余额                     期初余额
                  账面余额  减值准备  账面价值  账面余额  减值准备  账面价值
锂锰电池项目   1,802,899.99  1,802,899.99  ---  1,802,899.99  1,802,899.99  ---
合计           1,802,899.99  1,802,899.99  ---  1,802,899.99  1,802,899
000050	2017-12-31	1	1	TFT-LCD等研发项目		1056954457.6900	1056954457.6900	1056954457.6900			CNY	
000050	2017-12-31	1	1	合计		1056954457.6900	1056954457.6900	1056954457.6900			CNY	2017年度，公司研究开发支出共计1,056,954,457.69元(2016年度：1,077,714,026.39元)，全部于当期计入损益。
000050	2015-12-31	1	1	TFT-LCD等研发项目		883480793.0000	883480793.0000	883480793.0000			CNY	
000050	2015-12-31	1	1	合计		883480793.0000	883480793.0000	883480793.0000			CNY	2015年度，本集团研究开发支出共计883,480,793元(2014年度：538,526,836元)，全部于当期计入损益。
000050	2014-12-31	1	1	TFT-LCD等研发项目		538526836.0000	538526836.0000	538526836.0000			CNY	
000050	2014-12-31	1	1	合计		538526836.0000	538526836.0000	538526836.0000			CNY	2014年度，本集团研究开发支出共计538，526，836元（2013年度：437，881，091元）：其中538，526，836元（2013年度：437，881，091元）于当期计入损益。
000050	2013-12-31	1	1	上海天马微电子有限公司TFT-LCD项目		104956517.0000	104956517.0000	104956517.0000			CNY	
000050	2013-12-31	1	1	母公司LCD及LCM研发项目		63394309.0000	63394309.0000	63394309.0000			CNY	
000050	2013-12-31	1	1	成都天马微电子有限公司TFT-LCD项目		79168543.0000	79168543.0000	79168543.0000			CNY	
000050	2013-12-31	1	1	合计		247519369.0000	247519369.0000	247519369.0000			CNY	本期开发支出占本期研究开发项目支出总额的比例0%。通过公司内部研发形成的无形资产占无形资产期末账面价值的比例0%。公司开发项目的说明，包括本期发生的单项价值在100万元以上且以评估值为入账依据的，应披露评估机构名称、评估方法。
000060	2016-12-31	1	1	微孔金属箔在锂离子储能器件中的应用技术研究	1079672.9400		1079672.9400	1079672.9400			CNY	
000060	2016-12-31	1	1	合计	1079672.9400		1079672.9400	1079672.9400			CNY	
000060	2015-12-31	1	1	侧面复合金属带材技术开发	17411201.5000		17411201.5000	9352983.0300	8058218.4700		CNY	
000060	2015-12-31	1	1	微孔金属箔在锂离子储能器件中的应用技术研究		1079672.9400				1079672.9400	CNY	
000060	2015-12-31	1	1	合计	17411201.5000	1079672.9400	17411201.5000	9352983.0300	8058218.4700	1079672.9400	CNY	
000060	2014-12-31	1	1	侧面复合金属带材技术开发		17411201.5000				17411201.5000	CNY	
000060	2014-12-31	1	1	银粉银浆		1177926.8000	1177926.8000		1177926.8000		CNY	
000060	2014-12-31	1	1	合计		18589128.3000	1177926.8000		1177926.8000	17411201.5000	CNY	
000060	2013-12-31	1	1	铜粉项目	5644250.7100	1020176.2800	6664426.9900	6664426.9900			CNY	
